meter_identifier,interval_start,interval_end,kWh_per_half_hour
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 12:30:00+00:00,2017-11-22 13:00:00+00:00,0.303
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 13:00:00+00:00,2017-11-22 13:30:00+00:00,0.257
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 13:30:00+00:00,2017-11-22 14:00:00+00:00,0.278
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 14:00:00+00:00,2017-11-22 14:30:00+00:00,0.349
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 14:30:00+00:00,2017-11-22 15:00:00+00:00,0.45799999999999996
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 15:00:00+00:00,2017-11-22 15:30:00+00:00,0.222
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 15:30:00+00:00,2017-11-22 16:00:00+00:00,0.17600000000000002
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 16:00:00+00:00,2017-11-22 16:30:00+00:00,0.281
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 16:30:00+00:00,2017-11-22 17:00:00+00:00,0.512
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 17:00:00+00:00,2017-11-22 17:30:00+00:00,0.38299999999999995
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 17:30:00+00:00,2017-11-22 18:00:00+00:00,0.278
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 18:00:00+00:00,2017-11-22 18:30:00+00:00,0.258
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 18:30:00+00:00,2017-11-22 19:00:00+00:00,0.272
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 19:00:00+00:00,2017-11-22 19:30:00+00:00,0.27899999999999997
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 19:30:00+00:00,2017-11-22 20:00:00+00:00,0.254
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 20:00:00+00:00,2017-11-22 20:30:00+00:00,0.207
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 20:30:00+00:00,2017-11-22 21:00:00+00:00,0.23600000000000002
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 21:00:00+00:00,2017-11-22 21:30:00+00:00,0.165
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 21:30:00+00:00,2017-11-22 22:00:00+00:00,0.16399999999999998
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 22:00:00+00:00,2017-11-22 22:30:00+00:00,0.161
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 22:30:00+00:00,2017-11-22 23:00:00+00:00,0.066
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 23:00:00+00:00,2017-11-22 23:30:00+00:00,0.092
14151baeb29cd219e5068084eca9494f6ada2583,2017-11-22 23:30:00+00:00,2017-11-23 00:00:00+00:00,0.055
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 00:00:00+00:00,2017-11-22 00:30:00+00:00,0.084
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 00:30:00+00:00,2017-11-22 01:00:00+00:00,0.055999999999999994
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 01:00:00+00:00,2017-11-22 01:30:00+00:00,0.067
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 01:30:00+00:00,2017-11-22 02:00:00+00:00,0.037000000000000005
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 02:00:00+00:00,2017-11-22 02:30:00+00:00,0.036000000000000004
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 02:30:00+00:00,2017-11-22 03:00:00+00:00,0.033
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 03:00:00+00:00,2017-11-22 03:30:00+00:00,0.04
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 03:30:00+00:00,2017-11-22 04:00:00+00:00,0.049
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 04:00:00+00:00,2017-11-22 04:30:00+00:00,0.039
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 04:30:00+00:00,2017-11-22 05:00:00+00:00,0.049
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 05:00:00+00:00,2017-11-22 05:30:00+00:00,0.034
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 05:30:00+00:00,2017-11-22 06:00:00+00:00,0.028999999999999998
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 06:00:00+00:00,2017-11-22 06:30:00+00:00,0.037000000000000005
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 06:30:00+00:00,2017-11-22 07:00:00+00:00,0.047
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 07:00:00+00:00,2017-11-22 07:30:00+00:00,0.045
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 07:30:00+00:00,2017-11-22 08:00:00+00:00,0.038
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 08:00:00+00:00,2017-11-22 08:30:00+00:00,0.035
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 08:30:00+00:00,2017-11-22 09:00:00+00:00,0.036000000000000004
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 09:00:00+00:00,2017-11-22 09:30:00+00:00,0.034
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 09:30:00+00:00,2017-11-22 10:00:00+00:00,0.071
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 10:00:00+00:00,2017-11-22 10:30:00+00:00,0.040999999999999995
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 10:30:00+00:00,2017-11-22 11:00:00+00:00,0.267
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 11:00:00+00:00,2017-11-22 11:30:00+00:00,0.099
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 11:30:00+00:00,2017-11-22 12:00:00+00:00,0.08
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 12:00:00+00:00,2017-11-22 12:30:00+00:00,0.09300000000000001
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 12:30:00+00:00,2017-11-22 13:00:00+00:00,0.09
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 13:00:00+00:00,2017-11-22 13:30:00+00:00,0.085
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 13:30:00+00:00,2017-11-22 14:00:00+00:00,0.183
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 14:00:00+00:00,2017-11-22 14:30:00+00:00,0.079
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 14:30:00+00:00,2017-11-22 15:00:00+00:00,0.083
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 15:00:00+00:00,2017-11-22 15:30:00+00:00,0.034
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 15:30:00+00:00,2017-11-22 16:00:00+00:00,0.053
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 16:00:00+00:00,2017-11-22 16:30:00+00:00,0.04
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 16:30:00+00:00,2017-11-22 17:00:00+00:00,0.076
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 17:00:00+00:00,2017-11-22 17:30:00+00:00,0.085
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 17:30:00+00:00,2017-11-22 18:00:00+00:00,0.094
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 18:00:00+00:00,2017-11-22 18:30:00+00:00,0.569
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 18:30:00+00:00,2017-11-22 19:00:00+00:00,0.726
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 19:00:00+00:00,2017-11-22 19:30:00+00:00,0.537
54f557b07f9e05aa237bf0331af69a77e82325ae,2017-11-22 19:30:00+00:00,2017-11-22 20:00:00+00:00,0.253
