meter_identifier,interval_start,interval_end,kWh_per_half_hour
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 00:00:00+00:00,2017-11-07 00:30:00+00:00,0.12300000000000001
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 00:30:00+00:00,2017-11-07 01:00:00+00:00,0.133
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 01:00:00+00:00,2017-11-07 01:30:00+00:00,0.16
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 01:30:00+00:00,2017-11-07 02:00:00+00:00,0.3
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 02:00:00+00:00,2017-11-07 02:30:00+00:00,0.187
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 02:30:00+00:00,2017-11-07 03:00:00+00:00,0.2
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 03:00:00+00:00,2017-11-07 03:30:00+00:00,0.16699999999999998
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 03:30:00+00:00,2017-11-07 04:00:00+00:00,0.242
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 04:00:00+00:00,2017-11-07 04:30:00+00:00,0.11699999999999999
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 04:30:00+00:00,2017-11-07 05:00:00+00:00,0.313
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 05:00:00+00:00,2017-11-07 05:30:00+00:00,0.312
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 05:30:00+00:00,2017-11-07 06:00:00+00:00,0.265
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 06:00:00+00:00,2017-11-07 06:30:00+00:00,0.298
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 06:30:00+00:00,2017-11-07 07:00:00+00:00,0.124
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 07:00:00+00:00,2017-11-07 07:30:00+00:00,0.115
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 07:30:00+00:00,2017-11-07 08:00:00+00:00,0.387
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 08:00:00+00:00,2017-11-07 08:30:00+00:00,0.11800000000000001
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 08:30:00+00:00,2017-11-07 09:00:00+00:00,0.121
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 09:00:00+00:00,2017-11-07 09:30:00+00:00,0.121
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 09:30:00+00:00,2017-11-07 10:00:00+00:00,0.11900000000000001
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 10:00:00+00:00,2017-11-07 10:30:00+00:00,0.15
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 10:30:00+00:00,2017-11-07 11:00:00+00:00,0.44799999999999995
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 11:00:00+00:00,2017-11-07 11:30:00+00:00,0.146
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 11:30:00+00:00,2017-11-07 12:00:00+00:00,0.13
2cc385d60c9ebe2fa762ba3ec51dc684976b2800,2017-11-07 12:00:00+00:00,2017-11-07 12:30:00+00:00,0.11599999999999999
