meter_identifier,interval_start,interval_end,kWh_per_half_hour
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 00:00:00+00:00,2017-11-22 00:30:00+00:00,0.603
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 00:30:00+00:00,2017-11-22 01:00:00+00:00,0.595
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 01:00:00+00:00,2017-11-22 01:30:00+00:00,0.617
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 01:30:00+00:00,2017-11-22 02:00:00+00:00,0.5820000000000001
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 02:00:00+00:00,2017-11-22 02:30:00+00:00,0.568
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 02:30:00+00:00,2017-11-22 03:00:00+00:00,0.563
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 03:00:00+00:00,2017-11-22 03:30:00+00:00,1.81
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 03:30:00+00:00,2017-11-22 04:00:00+00:00,0.586
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 04:00:00+00:00,2017-11-22 04:30:00+00:00,0.5670000000000001
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 04:30:00+00:00,2017-11-22 05:00:00+00:00,0.565
0a1e5fc10a17b74a402b19ed0a389a92c0644303,2017-11-22 05:00:00+00:00,2017-11-22 05:30:00+00:00,0.565
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 13:30:00+00:00,2017-11-22 14:00:00+00:00,0.035
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 14:00:00+00:00,2017-11-22 14:30:00+00:00,0.040999999999999995
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 14:30:00+00:00,2017-11-22 15:00:00+00:00,0.049
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 15:00:00+00:00,2017-11-22 15:30:00+00:00,0.035
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 15:30:00+00:00,2017-11-22 16:00:00+00:00,0.040999999999999995
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 16:00:00+00:00,2017-11-22 16:30:00+00:00,0.049
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 16:30:00+00:00,2017-11-22 17:00:00+00:00,0.035
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 17:00:00+00:00,2017-11-22 17:30:00+00:00,0.042
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 17:30:00+00:00,2017-11-22 18:00:00+00:00,0.049
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 18:00:00+00:00,2017-11-22 18:30:00+00:00,0.035
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 18:30:00+00:00,2017-11-22 19:00:00+00:00,0.043
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 19:00:00+00:00,2017-11-22 19:30:00+00:00,0.049
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 19:30:00+00:00,2017-11-22 20:00:00+00:00,0.6940000000000001
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 20:00:00+00:00,2017-11-22 20:30:00+00:00,0.113
1335f3d8dfa443bc4a2346ff2a419fbb4a270031,2017-11-22 20:30:00+00:00,2017-11-22 21:00:00+00:00,0.053
