meter_identifier,interval_start,interval_end,kWh_per_half_hour
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 12:30:00+00:00,2017-11-11 13:00:00+00:00,1.34
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 13:00:00+00:00,2017-11-11 13:30:00+00:00,1.805
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 13:30:00+00:00,2017-11-11 14:00:00+00:00,0.7759999999999999
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 14:00:00+00:00,2017-11-11 14:30:00+00:00,0.47200000000000003
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 14:30:00+00:00,2017-11-11 15:00:00+00:00,0.322
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 15:00:00+00:00,2017-11-11 15:30:00+00:00,0.517
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 15:30:00+00:00,2017-11-11 16:00:00+00:00,0.685
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 16:00:00+00:00,2017-11-11 16:30:00+00:00,0.342
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 16:30:00+00:00,2017-11-11 17:00:00+00:00,0.703
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 17:00:00+00:00,2017-11-11 17:30:00+00:00,0.563
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 17:30:00+00:00,2017-11-11 18:00:00+00:00,0.726
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 18:00:00+00:00,2017-11-11 18:30:00+00:00,1.59
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 18:30:00+00:00,2017-11-11 19:00:00+00:00,1.3230000000000002
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 19:00:00+00:00,2017-11-11 19:30:00+00:00,2.324
0c0eed68d45a3c3ed02b33649c8c151f10306a50,2017-11-11 19:30:00+00:00,2017-11-11 20:00:00+00:00,1.82
