meter_identifier,interval_start,interval_end,kWh_per_half_hour
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 08:00:00+00:00,2017-11-13 08:30:00+00:00,0.028999999999999998
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 08:30:00+00:00,2017-11-13 09:00:00+00:00,0.024
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 09:00:00+00:00,2017-11-13 09:30:00+00:00,0.062
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 09:30:00+00:00,2017-11-13 10:00:00+00:00,0.048
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 10:00:00+00:00,2017-11-13 10:30:00+00:00,0.08
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 10:30:00+00:00,2017-11-13 11:00:00+00:00,0.184
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 11:00:00+00:00,2017-11-13 11:30:00+00:00,0.188
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 11:30:00+00:00,2017-11-13 12:00:00+00:00,0.124
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 12:00:00+00:00,2017-11-13 12:30:00+00:00,0.092
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 12:30:00+00:00,2017-11-13 13:00:00+00:00,0.085
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 13:00:00+00:00,2017-11-13 13:30:00+00:00,0.083
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 13:30:00+00:00,2017-11-13 14:00:00+00:00,0.083
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 14:00:00+00:00,2017-11-13 14:30:00+00:00,0.087
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 14:30:00+00:00,2017-11-13 15:00:00+00:00,0.085
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 15:00:00+00:00,2017-11-13 15:30:00+00:00,0.08800000000000001
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 15:30:00+00:00,2017-11-13 16:00:00+00:00,0.085
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 16:00:00+00:00,2017-11-13 16:30:00+00:00,0.08
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 16:30:00+00:00,2017-11-13 17:00:00+00:00,0.08900000000000001
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 17:00:00+00:00,2017-11-13 17:30:00+00:00,0.204
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 17:30:00+00:00,2017-11-13 18:00:00+00:00,0.267
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 18:00:00+00:00,2017-11-13 18:30:00+00:00,0.325
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 18:30:00+00:00,2017-11-13 19:00:00+00:00,0.40700000000000003
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 19:00:00+00:00,2017-11-13 19:30:00+00:00,0.264
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 19:30:00+00:00,2017-11-13 20:00:00+00:00,0.298
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 20:00:00+00:00,2017-11-13 20:30:00+00:00,0.337
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 20:30:00+00:00,2017-11-13 21:00:00+00:00,0.293
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 21:00:00+00:00,2017-11-13 21:30:00+00:00,0.261
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 21:30:00+00:00,2017-11-13 22:00:00+00:00,0.273
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 22:00:00+00:00,2017-11-13 22:30:00+00:00,0.316
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 22:30:00+00:00,2017-11-13 23:00:00+00:00,0.262
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 23:00:00+00:00,2017-11-13 23:30:00+00:00,0.08900000000000001
0f2aa2d08bc4d59894c5fefbe4990a9252f37baa,2017-11-13 23:30:00+00:00,2017-11-14 00:00:00+00:00,0.084
2568695903a1a4d0d7656d0876c13ceef2074d50,2017-11-13 00:00:00+00:00,2017-11-13 00:30:00+00:00,0.009000000000000001
3e23ecee7200bdb2efad109161ef849a77568a2b,2017-11-13 00:00:00+00:00,2017-11-13 00:30:00+00:00,0.129
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 00:00:00+00:00,2017-11-13 00:30:00+00:00,0.052000000000000005
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 00:30:00+00:00,2017-11-13 01:00:00+00:00,0.034
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 01:00:00+00:00,2017-11-13 01:30:00+00:00,0.043
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 01:30:00+00:00,2017-11-13 02:00:00+00:00,0.035
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 02:00:00+00:00,2017-11-13 02:30:00+00:00,0.04
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 02:30:00+00:00,2017-11-13 03:00:00+00:00,0.042
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 03:00:00+00:00,2017-11-13 03:30:00+00:00,0.037000000000000005
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 03:30:00+00:00,2017-11-13 04:00:00+00:00,0.042
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 04:00:00+00:00,2017-11-13 04:30:00+00:00,0.034
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 04:30:00+00:00,2017-11-13 05:00:00+00:00,0.040999999999999995
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 05:00:00+00:00,2017-11-13 05:30:00+00:00,0.034
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 05:30:00+00:00,2017-11-13 06:00:00+00:00,0.05
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 06:00:00+00:00,2017-11-13 06:30:00+00:00,0.13699999999999998
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 06:30:00+00:00,2017-11-13 07:00:00+00:00,0.261
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 07:00:00+00:00,2017-11-13 07:30:00+00:00,0.10300000000000001
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 07:30:00+00:00,2017-11-13 08:00:00+00:00,0.071
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 08:00:00+00:00,2017-11-13 08:30:00+00:00,0.105
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 08:30:00+00:00,2017-11-13 09:00:00+00:00,0.034
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 09:00:00+00:00,2017-11-13 09:30:00+00:00,0.044000000000000004
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 09:30:00+00:00,2017-11-13 10:00:00+00:00,0.065
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 10:00:00+00:00,2017-11-13 10:30:00+00:00,0.05
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 10:30:00+00:00,2017-11-13 11:00:00+00:00,0.054000000000000006
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 11:00:00+00:00,2017-11-13 11:30:00+00:00,0.055
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 11:30:00+00:00,2017-11-13 12:00:00+00:00,0.062
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 12:00:00+00:00,2017-11-13 12:30:00+00:00,0.063
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 12:30:00+00:00,2017-11-13 13:00:00+00:00,0.047
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 13:00:00+00:00,2017-11-13 13:30:00+00:00,0.051
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 13:30:00+00:00,2017-11-13 14:00:00+00:00,0.068
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 14:00:00+00:00,2017-11-13 14:30:00+00:00,0.065
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 14:30:00+00:00,2017-11-13 15:00:00+00:00,0.132
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 15:00:00+00:00,2017-11-13 15:30:00+00:00,0.095
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 15:30:00+00:00,2017-11-13 16:00:00+00:00,0.06
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 16:00:00+00:00,2017-11-13 16:30:00+00:00,0.077
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 16:30:00+00:00,2017-11-13 17:00:00+00:00,0.084
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 17:00:00+00:00,2017-11-13 17:30:00+00:00,0.14
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 17:30:00+00:00,2017-11-13 18:00:00+00:00,0.129
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 18:00:00+00:00,2017-11-13 18:30:00+00:00,0.14800000000000002
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 18:30:00+00:00,2017-11-13 19:00:00+00:00,0.192
525b751930975baf53a59e02c9b884bd4055d8a0,2017-11-13 19:00:00+00:00,2017-11-13 19:30:00+00:00,0.237
